id,title,tagline,overview,released,release_date,original_language,budget,revenue,popularity,runtime,vote_count,vote_average,homepage
2454,The Chronicles of Narnia: Prince Caspian,Hope has a new face.,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",True,2008-05-15,en,225000000,419651413,53.978602,150,1630,6.3,
24428,The Avengers,Some assembly required.,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",True,2012-04-25,en,220000000,1519557910,144.448633,143,11776,7.4,http://marvel.com/avengers_movie/
1865,Pirates of the Caribbean: On Stranger Tides,Live Forever Or Die Trying.,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",True,2011-05-14,en,380000000,1045713802,135.413856,136,4948,6.4,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/
41154,Men in Black 3,They are back... in time.,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",True,2012-05-23,en,225000000,624026776,52.035179,106,4160,6.2,http://www.sonypictures.com/movies/meninblack3/
122917,The Hobbit: The Battle of the Five Armies,Witness the defining chapter of the Middle-Earth saga,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",True,2014-12-10,en,250000000,956019788,120.96574299999999,144,4760,7.1,http://www.thehobbit.com/
1930,The Amazing Spider-Man,The untold story begins.,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",True,2012-06-27,en,215000000,752215857,89.866276,136,6586,6.5,http://www.theamazingspiderman.com
20662,Robin Hood,"Rise and rise again, until lambs become lions.","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",True,2010-05-12,en,200000000,310669540,37.668301,140,1398,6.2,http://www.robinhoodthemovie.com/
57158,The Hobbit: The Desolation of Smaug,Beyond darkness... beyond desolation... lies the greatest danger of all.,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",True,2013-12-11,en,250000000,958400000,94.370564,161,4524,7.6,http://www.thehobbit.com/
2268,The Golden Compass,There are worlds beyond our own - the compass will show the way.,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",True,2007-12-04,en,180000000,372234864,42.990906,113,1303,5.8,http://www.goldencompassmovie.com/index_german.html
254,King Kong,The eighth wonder of the world.,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",True,2005-12-14,en,207000000,550000000,61.226009999999995,187,2337,6.6,
597,Titanic,Nothing on Earth could come between them.,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",True,1997-11-18,en,200000000,1845034188,100.025899,194,7562,7.5,http://www.titanicmovie.com
271110,Captain America: Civil War,Divided We Fall,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",True,2016-04-27,en,250000000,1153304495,198.37239499999998,147,7241,7.1,http://marvel.com/captainamericapremiere
44833,Battleship,The Battle for Earth Begins at Sea,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",True,2012-04-11,en,209000000,303025485,64.928382,131,2114,5.5,
135397,Jurassic World,The park is open.,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",True,2015-06-09,en,150000000,1513528810,418.708552,124,8662,6.5,http://www.jurassicworld.com/
37724,Skyfall,Think on your sins.,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",True,2012-10-25,en,200000000,1108561013,93.004993,143,7604,6.9,http://www.skyfall-movie.com
558,Spider-Man 2,There's a hero in all of us.,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",True,2004-06-25,en,200000000,783766341,35.149586,127,4321,6.7,http://www.sonypictures.com/movies/spider-man2/
68721,Iron Man 3,Unleash the power behind the armor.,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",True,2013-04-18,en,200000000,1215439994,77.68208,130,8806,6.8,http://marvel.com/ironman3
12155,Alice in Wonderland,You're invited to a very important date.,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",True,2010-03-03,en,200000000,1025491110,78.530105,108,4645,6.4,http://disney.go.com/wonderland/
36668,X-Men: The Last Stand,Take a Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",True,2006-05-24,en,210000000,459359555,3.857526,104,3525,6.3,
62211,Monsters University,School never looked this scary.,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,True,2013-06-20,en,200000000,743559607,89.186492,104,3528,7.0,
8373,Transformers: Revenge of the Fallen,Revenge is coming.,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",True,2009-06-19,en,150000000,836297228,21.939663,150,3138,6.0,http://www.transformersmovie.com/
91314,Transformers: Age of Extinction,This is not war. It's extinction.,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",True,2014-06-25,en,210000000,1091405097,116.840296,165,3095,5.8,http://www.transformersmovie.com
68728,Oz: The Great and Powerful,"In Oz, nothing is what it seems","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",True,2013-03-07,en,200000000,491868548,46.985445,130,3530,5.7,http://www.ozthegreatandpowerfulmovie.com
102382,The Amazing Spider-Man 2,No more secrets.,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",True,2014-04-16,en,200000000,705717432,89.270217,142,4179,6.5,http://www.theamazingspiderman.com
20526,TRON: Legacy,The Game Has Changed.,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",True,2010-12-10,en,170000000,400062763,73.79505,125,2841,6.3,http://disney.go.com/tron/
49013,Cars 2,Ka-ciao!,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,True,2011-06-11,en,200000000,559852396,49.98659,106,2033,5.8,http://www.disney.go.com/cars/
44912,Green Lantern,"In our darkest hour, there will be light.","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",True,2011-06-16,en,200000000,219851172,51.872839,114,2487,5.1,http://greenlanternmovie.warnerbros.com/
10193,Toy Story 3,No toy gets left behind.,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",True,2010-06-16,en,200000000,1066969703,59.99541800000001,103,4597,7.6,http://disney.go.com/toystory/
534,Terminator Salvation,The End Begins.,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",True,2009-05-20,en,200000000,371353001,71.862892,115,2463,5.9,https://www.warnerbros.com/terminator-salvation
168259,Furious 7,Vengeance Hits Home,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,True,2015-04-01,en,190000000,1506249360,102.32221700000001,137,4176,7.3,http://www.furious7.com/
72190,World War Z,Remember Philly!,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",True,2013-06-20,en,200000000,531865000,81.834855,116,5560,6.7,http://www.worldwarzmovie.com
127585,X-Men: Days of Future Past,"To save the future, they must alter the past",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,True,2014-05-15,en,250000000,747862775,118.07869099999999,131,6032,7.5,http://www.x-menmovies.com/
54138,Star Trek Into Darkness,Earth Will Fall,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",True,2013-05-05,en,190000000,467365246,78.29101800000001,132,4418,7.4,
81005,Jack the Giant Slayer,Prepare for a giant adventure,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",True,2013-02-27,en,195000000,197687603,43.349855,114,2598,5.5,http://jackthegiantkiller.warnerbros.com
64682,The Great Gatsby,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",True,2013-05-10,en,105000000,351040419,61.196070999999996,143,3769,7.3,
9543,Prince of Persia: The Sands of Time,Defy the Future,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",True,2010-05-19,en,150000000,335154643,62.169881000000004,116,2317,6.2,http://disney.go.com/disneypictures/princeofpersia
68726,Pacific Rim,"To Fight Monsters, We Created Monsters","When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",True,2013-07-11,en,180000000,407602906,56.523205000000004,131,4794,6.7,http://www.pacificrimmovie.com/
38356,Transformers: Dark of the Moon,The invasion we always feared. An enemy we never expected.,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",True,2011-06-28,en,195000000,1123746996,28.529607000000002,154,3299,6.1,http://www.transformersmovie.com/
217,Indiana Jones and the Kingdom of the Crystal Skull,The adventure continues . . .,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",True,2008-05-21,en,185000000,786636033,75.674458,122,2495,5.7,http://www.indianajones.com/site/index.html
105864,The Good Dinosaur,Little Arms With Big Attitude,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,True,2015-11-14,en,175000000,331926147,51.692953,93,1736,6.6,http://movies.disney.com/the-good-dinosaur
62177,Brave,Change your fate.,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",True,2012-06-21,en,185000000,538983207,125.114374,93,4641,6.7,http://disney.go.com/brave/#/home
188927,Star Trek Beyond,,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",True,2016-07-07,en,185000000,343471816,65.352913,122,2568,6.6,http://www.startrekmovie.com/
10681,WALL·E,An adventure beyond the ordinar-E.,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",True,2008-06-22,en,180000000,521311860,66.390712,98,6296,7.8,http://disney.go.com/disneypictures/wall-e/
5174,Rush Hour 3,The Rush Is On!,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",True,2007-08-08,en,140000000,258022233,22.57178,91,783,6.1,
14161,2012,We Were Warned.,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",True,2009-10-10,en,200000000,769653595,45.274225,158,4903,5.6,http://www.sonypictures.com/movies/2012
17979,A Christmas Carol,Season's Greedings,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",True,2009-11-04,en,200000000,325233863,39.744242,96,1095,6.6,http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl
76757,Jupiter Ascending,Expand your universe.,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",True,2015-02-04,en,176000003,183987723,85.36908000000001,124,2768,5.2,http://www.jupiterascending.com
258489,The Legend of Tarzan,Human. Nature.,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",True,2016-06-29,en,180000000,356743061,42.741719,109,2430,5.5,http://legendoftarzan.com
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Evil Has Reigned For 100 Years...,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",True,2005-12-07,en,180000000,748806957,67.391328,143,2629,6.7,
246655,X-Men: Apocalypse,Only the strong will survive,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",True,2016-05-18,en,178000000,543934787,139.272042,144,4721,6.4,http://www.foxmovies.com/movies/x-men-apocalypse
155,The Dark Knight,Why So Serious?,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",True,2008-07-16,en,185000000,1004558444,187.322927,152,12002,8.2,http://thedarkknight.warnerbros.com/dvdsite/
14160,Up,,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",True,2009-05-13,en,175000000,735099082,92.201962,96,6870,7.7,http://disney.go.com/disneypictures/up/
15512,Monsters vs Aliens,"When aliens attack, monsters fight back.","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",True,2009-03-19,en,175000000,381509870,36.167578000000006,94,1423,6.0,http://www.monstersvsaliens.com/
1726,Iron Man,Heroes aren't born. They're built.,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",True,2008-04-30,en,140000000,585174222,120.725053,126,8776,7.4,http://www.ironmanmovie.com/
44826,Hugo,One of the most legendary directors of our time takes you on an extraordinary adventure.,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",True,2011-11-22,en,170000000,185770160,32.319043,126,2141,7.0,http://www.hugomovie.com/
8487,Wild Wild West,It's a whole new west.,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,True,1999-06-29,en,170000000,222104681,40.748915000000004,106,1020,5.1,
