id,name,gender
449,Jay Baruchel,2
455,Paul Haggis,2
457,Albert S. Ruddy,2
459,David Potaux-Razel,0
460,Tom Stern,2
461,Deborah Hopper,1
462,Greg Brenman,2
463,Jonathan Finn,2
464,Charles Brand,2
465,Tessa Ross,1
466,David M. Thompson,2
467,Natascha Wharton,0
468,Stephen Daldry,2
469,Stephen Warbeck,2
470,Lee Hall,2
471,Maria Djurkovic,1
472,Mark Holding,0
473,Brian Tufano,2
474,Jina Jay,1
476,John Wilson,2
486,Wallace Wolodarsky,2
488,Steven Spielberg,2
489,Kathleen Kennedy,1
490,Colin Wilson,2
491,John Williams,2
492,Janusz Kamiński,2
493,Michael Kahn,2
494,Terri Taylor,1
495,Debra Zane,1
496,Rick Carter,2
497,Doug J. Meerdink,0
498,Joanna Johnston,1
499,Cari Finken,0
500,Tom Cruise,2
504,Tim Robbins,2
507,Josh Friedman,0
508,David Koepp,2
510,Tim Burton,2
511,Larry J. Franco,2
512,Laurie Parker,1
513,Jonathan Gems,0
514,Jack Nicholson,2
515,Glenn Close,1
517,Pierce Brosnan,2
518,Danny DeVito,2
520,Sarah Jessica Parker,1
524,Natalie Portman,1
525,Christopher Nolan,2
527,Jonathan Nolan,2
531,Danny Elfman,2
533,Victor Herbert,0
535,Russ Fega,2
539,Thomas Lennon,2
541,Chris Lebenzon,2
545,Matthew Barry,2
546,Jeanne McCarthy,1
547,Victoria Thomas,1
548,Wynn Thomas,0
550,Jennifer Todd,1
551,Suzanne Todd,1
552,Elaine Dysinger,1
553,John Dexter,2
554,Aaron Ryder,2
555,Nancy Haigh,1
556,Emma Thomas,1
557,Colleen Atwood,0
558,David Julyan,2
559,Wally Pfister,2
560,Patti Podesta,1
561,John Papsidera,0
562,Richard LeGrand Jr.,0
563,Dody Dorn,1
564,Richard Linklater,2
566,Anne Walker-McBay,1
568,Kim Krizan,1
569,Ethan Hawke,2
576,Lee Daniel,0
577,Fred Frith,2
578,Ridley Scott,2
580,Sandra Adair,1
581,Michael Deeley,2
582,Sheri Galloway,0
583,Hampton Fancher,2
584,Philip K. Dick,2
594,Jordan Cronenweth,2
595,Vangelis,0
596,Lawrence G. Paull,2
597,Jane Feinberg,1
598,Mike Fenton,2
599,Marci Liroff,1
600,Marsha Nakashima,1
601,David L. Snyder,2
602,Linda DeScenna,1
603,Leslie McCarthy-Frankenheimer,0
605,Michael Kaplan,2
606,Charles Knode,0
607,Zhang Yimou,2
608,Hayao Miyazaki,2
627,Rick Dempsey,0
628,Isao Takahata,2
630,Mark Henley,0
631,Ned Lott,0
636,Joe Hisaishi,2
638,Michael Mann,2
639,Pieter Jan Brugge,2
640,Chris Kentis,2
642,Laura Lau,1
647,Dion Beebe,2
648,Philip Kaufman,2
652,Paul Freeman,0
664,Frank Marshall,2
665,Howard G. Kazanjian,2
666,Douglas Slocombe,2
668,Mary Selway,1
669,Norman Reynolds,2
670,Ben Burtt,2
671,Richard L. Anderson,0
672,Oskar Roehler,2
673,Bernd Eichinger,2
674,Oliver Berben,2
686,Willard Huyck,2
687,Gloria Katz,1
703,Peter R. Adam,2
707,Dan Aykroyd,2
710,An Dorthe Braker,0
711,Robert Watts,2
715,Elliot Scott,2
716,Emile Ardolino,2
719,John Morris,2
720,Jeff Jur,2
721,Peter C. Frank,2
735,Arthur F. Repola,2
736,Menno Meyjes,2
737,Jeffrey Boam,2
738,Sean Connery,2
750,Maggie Cartier,0
751,Valorie Massalas,1
752,Judy Taylor,1
769,Martin Brest,2
770,Jerry Bruckheimer,2
771,Don Simpson,2
772,Danilo Bach,2
774,"Daniel Petrie, Jr.",2
776,Eddie Murphy,2
792,Bruce Surtees,2
794,Angelo P. Graham,2
795,James J. Murakami,2
796,John M. Dwyer,2
798,Tom Bronson,2
799,Harold Faltermeyer,2
800,Arthur Coburn,2
814,Tony Kaye,2
816,John Morrissey,2
818,David McKenna,2
819,Edward Norton,2
825,Stacy Keach,2
851,Anne Dudley,1
852,Gerald B. Greenberg,2
853,Alan Heim,2
859,Valerie McCaffrey,1
865,Michael Bay,2
869,Gale Anne Hurd,1
870,Sam Leavitt,2
873,Robert Roy Pool,2
874,Boris Leven,2
876,Jonathan Hensleigh,2
877,Richard Carruth,0
879,Billy Bob Thornton,2
880,Ben Affleck,2
881,Irving Rosenberg,0
884,Steve Buscemi,2
887,Owen Wilson,2
892,John Schwartzman,2
893,Tony Scott,2
894,Trevor Rabin,2
896,Michael White,2
897,Bonnie Timmermann,1
898,Mark Goldblatt,2
899,Glen Scantlebury,2
900,Christopher Boyes,0
903,Lawrence A. Hubbs,2
904,Jeffrey L. Kimball,0
905,Bruton Jones,2
906,Rick Simpson,2
907,Magali Guidasci,1
908,Michael Tronick,2
909,Billy Weber,2
910,Steve Grumette,0
911,Robert D. Wachs,2
912,Larry Ferguson,2
913,Warren Skaaren,0
915,David Giler,2
929,David Franzoni,2
930,Branko Lustig,2
931,Douglas Wick,2
932,John Logan,2
933,William Nicholson,2
934,Russell Crowe,2
943,John Mathieson,2
944,Arthur Max,2
945,Crispian Sallis,2
946,Janty Yates,1
947,Hans Zimmer,2
948,Lisa Gerrard,1
949,Louis DiGiaimo,2
950,Pietro Scalia,2
951,Colin Coull,0
952,Agustín Almodóvar,2
956,Guy Ritchie,2
957,Matthew Vaughn,2
959,David A. Hughes,2
960,John Murphy,2
966,Tim Maurice-Jones,2
967,Iain Andrews,0
968,Eve Mavrakis,0
970,Celestia Fox,1
971,Niven Howie,0
974,Dexter Fletcher,2
979,Miguel Rejas,0
981,José Antonio Bermúdez,2
996,Eric Serra,0
997,Thierry Arbogast,2
998,Sylvie Landra,1
999,Todd M. Thaler,2
1000,Dan Weil,2
1002,Françoise Benoît-Fresco,0
1011,Susanne Bier,1
1012,Anders Thomas Jensen,2
1015,Sisse Graum Jørgensen,0
1016,Jonas Frederiksen,0
1029,Per Streit,0
1030,Pernille Bech Christensen,2
1032,Martin Scorsese,2
1035,Paul Schrader,0
1037,Harvey Keitel,2
1038,Jodie Foster,1
1044,Michael Chapman,2
1045,Bernard Herrmann,2
1046,Juliet Taylor,1
1047,Tom Rolf,2
1048,Melvin Shapiro,2
1049,Charles Rosen,2
1050,Herbert F. Mulligan,0
1051,Ruth Morley,1
1052,Rick Alexander,2
1053,Gordon Davidson,0
1054,James Fritch,0
1056,Sam Gemette,0
1057,David M. Horton,0
1058,Bob Gale,2
1059,Neil Canton,2
1060,Dean Cundey,2
1061,Harry Keramidas,2
1071,Tom Tykwer,2
1073,Stefan Arndt,2
1075,Johnny Klimek,2
1076,Reinhold Heil,2
1077,Frank Griebe,2
1078,Mathilde Bonnefoy,1
1079,Alexander Manasse,2
1080,Monika Jacobs,0
1090,John McTiernan,0
1091,Joel Silver,2
1092,Jim Thomas,2
1093,Lawrence Gordon,2
1094,John Thomas,2
1095,Donald McAlpine,2
1096,John Vallone,2
1097,Jackie Burch,1
1098,Mark Helfrich,2
1099,John F. Link,2
1100,Arnold Schwarzenegger,2
1103,Bill Duke,2
1108,Shane Black,2
1112,Hugo Luczyc-Wyhowski,2
1113,Lucinda Syson,1
1114,Jon Harris,2
1121,Benicio del Toro,2
1128,Agnieszka Holland,1
1129,Slawomir Idziak,2
1134,Marin Karmitz,2
1135,Zbigniew Preisner,2
1146,Julie Delpy,1
1150,Brian De Palma,2
1151,Martin Bregman,2
1152,Oliver Stone,2
1153,John A. Alonzo,0
1154,Giorgio Moroder,2
1155,Ferdinando Scarfiotti,2
1156,Alixe Gordin,0
1157,David Ray,2
1174,Peter Aalbæk Jensen,2
1175,Morten Søborg,0
1176,Lone Scherfig,1
1178,Jørgen Johansson,0
1201,Garry Marshall,2
1202,Steven Reuther,2
1203,J. F. Lawton,2
1204,Julia Roberts,1
1205,Richard Gere,2
1206,Jason Alexander,2
1213,James Newton Howard,2
1214,Charles Minsky,2
1215,Raja Gosnell,2
1217,Priscilla Nedd-Friendly,1
1221,Dianne Crittenden,1
1222,Albert Brenner,2
1223,Joel Coen,0
1224,Ethan Coen,0
1225,Carter Burwell,2
1226,Rick Heinrichs,2
1227,John S. Lyons,2
1228,Tricia Cooke,1
1229,Jeff Bridges,2
1233,Philip Seymour Hoffman,2
1241,John Turturro,2
1243,Woody Allen,2
1251,Remi Adefarasin,2
1252,Alisa Lepselter,1
1253,Jim Clay,2
1254,Art Linson,2
1255,David Mamet,2
1256,Oscar Fraley,0
1257,Eliot Ness,0
1258,Stephen H. Burum,2
1259,Ennio Morricone,2
1260,William A. Elliott,0
1261,Hal Gausman,0
1262,Mali Finn,1
1263,Lynn Stalmaster,2
1264,Bill Pankow,2
1265,Letty Aronson,1
1266,Nicky Kentish Barnes,0
1268,Stephen Tenenbaum,2
1269,Kevin Costner,2
1270,Charles Martin Smith,2
1271,Andy García,2
1296,Bruce Berman,2
1297,Richard D. Zanuck,2
1298,Brad Grey,2
1299,Roald Dahl,0
1300,John August,2
1301,Philippe Rousselot,2
1302,Susie Figgis,1
1303,Alex McDowell,2
1304,Gabriella Pescucci,1
1305,Bill Abbott,2
1307,Bob Weinstein,2
1309,Mark Ordesky,2
1310,Saul Zaentz,2
1311,Michael Lynne,2
1313,Andrew Lesnie,2
1314,Grant Major,2
1315,John Gilbert,2
1316,Joe Bleakley,0
1317,Philip Ivey,2
1318,Rob Outterside,0
1319,Mark Robins,0
1320,Alan Lee,2
1321,John Howe,2
1322,Ngila Dickson,1
1323,Richard Taylor,2
1324,Victoria Burrows,1
1325,John Hubbard,2
1326,Liz Mullane,1
1327,Ian McKellen,2
1334,Feng Li,0
1335,Wang Bin,0
1336,Jet Li,2
1338,Maggie Cheung,1
1339,Zhang Ziyi,1
1348,Philip Lee,2
1349,Shoufang Dou,0
1351,William Kong,2
1353,Zhang Weiping,0
1355,Zhenyan Zhang,0
1357,Christopher Doyle,2
1358,Tingxiao Huo,0
1360,Dun Tan,0
1361,Angie Lam,2
1362,Vincent Lee,0
1363,Ru Zhai,0
1364,Zhenzhou Yi,0
1366,Sala Baker,2
1373,Dan Hennah,2
1374,Elizabeth Fraser,0
1376,Michael Horton,2
1377,Jabez Olssen,0
1390,Jamie Selkirk,2
1400,Wojciech Kilar,2
1417,Toshio Suzuki,2
1418,Albert Maysles,2
1428,Mick Jagger,2
1459,Tina Turner,1
1461,George Clooney,2
1462,Tim Blake Nelson,2
1482,John Cameron,2
1483,T Bone Burnett,0
1484,Ellen Chenoweth,1
1487,Bob Dylan,2
1496,Tod Browning,2
1497,Irving Thalberg,2
1503,Willis Goldbeck,2
1505,Edgar Allan Woolf,2
1524,Harold Ramis,2
1525,Trevor Albert,2
1526,Danny Rubin,2
1527,John Bailey,2
1528,George Fenton,2
1530,Howard Feuer,2
1531,Pembroke J. Herring,2
1535,Brian Doyle-Murray,2
1544,Bram Stoker,2
1546,John L. Balderston,2
1551,Philip Glass,2
1559,Birgitte Hald,1
1560,Morten Kaufmann,0
1570,Anthony Dod Mantle,2
1573,Hans Møller,0
1576,Peter Darling,0
1577,Richard Kelly,2
1586,Adam Fields,2
1587,Sean McKittrick,2
1588,Nancy Juvonen,1
1589,Michael Andrews,2
1590,Steven Poster,2
1591,Sam Bauer,0
1592,Eric Strand,2
1593,Joseph Middleton,2
1594,Michelle Morris,1
1596,Jennifer Barak,0
1597,Michael Payne,0
1614,Ang Lee,2
1615,Du Lu Wang,0
1617,James Schamus,0
1618,Kuo Jung Tsai,0
1619,Chow Yun-fat,2
1632,Robby Müller,2
1633,Peter Pau,2
1634,Anders Refn,0
1635,Tim Squyres,2
1636,Timmy Yip,0
1638,Eugene Gearty,0
1642,Jean-Marc Barr,2
1650,François Truffaut,0
1653,Jean-Pierre Léaud,2
1657,Henri Decaë,2
1663,Marie-Josèphe Yoyotte,0
1677,Izo Hashimoto,0
1690,Haruyo Kanesaku,0
1691,Shunzo Kato,0
1692,Yutaka Maseba,0
1694,Hiroe Tsukamoto,0
1695,Shoji Yamashiro,0
1696,Katsuji Misawa,0
1697,Takeshi Seyama,2
1698,Kazuo Ebisawa,0
1699,Yuji Ikehata,0
1700,Koji Ono,0
1701,Keiji Muraki,0
1702,Hiruhiko Ono,0
1704,Gore Verbinski,2
1705,Ted Elliott,2
1706,Terry Rossio,2
1707,Stuart Beattie,0
1708,Jay Wolpert,2
1718,Brian Morris,2
1719,Jennifer Alessi,0
1720,Ronna Kress,1
1721,Stephen E. Rivkin,0
1722,Craig Wood,2
1723,Walter Hill,2
1724,Roger Spottiswoode,2
1725,Larry Gross,2
1726,Steven E. de Souza,2
1728,Ric Waite,2
1729,James Horner,2
1730,Judith Holstra,1
1731,Freeman A. Davies,2
1732,Mark Warner,2
1744,Robert Wise,2
1745,Gene Roddenberry,2
1746,Alan Dean Foster,2
1747,Harold Livingston,2
1748,William Shatner,2
1749,Leonard Nimoy,2
1758,Eugen Schüfftan,2
1760,Jerry Goldsmith,2
1761,Alexander Courage,2
1762,Richard H. Kline,2
1763,Leon Harris,2
1765,Harold Michelson,2
1767,Todd C. Ramsay,2
1768,Marvin Paige,2
1769,Sofia Coppola,1
1772,Anna Faris,1
1776,Francis Ford Coppola,2
1777,Ross Katz,0
1779,Kevin Shields,0
1781,Lance Acord,2
1782,Sarah Flack,1
1783,K.K. Barrett,0
1784,Anne Ross,1
1788,Nicholas Meyer,2
1790,Robert Sallin,2
1791,Harve Bennett,2
1792,Jack B. Sowards,2
1797,John Newton,0
1798,Gayne Rescher,2
1799,Michael Minor,2
1800,Charles Graffeo,2
1801,Robert Fletcher,2
1802,Joseph R. Jennings,2
1803,Mary V. Buck,1
1804,William Paul Dornisch,2
1805,Diana Ossana,1
1806,Annie Proulx,0
1807,Larry McMurtry,2
1808,Geraldine Peroni,1
1809,Dylan Tichenor,2
1812,Michelle Williams,1
1813,Anne Hathaway,1
1822,Charles Correll,2
1823,John E. Chilberg II,2
1824,Tom Pedigo,2
1825,Robert F. Shugrue,2
1826,Mary Ann Barton,1
1827,Elza Bergeron,0
1828,Stuart Jensen,0
1851,Alexander Berner,2
1870,Gernot Roll,2
1871,Ueli Christen,0
1872,Torsten Breuer,0
1884,Steven Soderbergh,2
1885,George Clayton Johnson,2
1886,Ted Griffin,0
1887,Jack Golden Russell,0
1888,Jerry Weintraub,2
1889,David Holmes,2
1890,Philip Messina,2
1891,Stephen Mirrione,2
1892,Matt Damon,2
1893,Casey Affleck,2
1896,Don Cheadle,2
1897,Bernie Mac,2
1899,Denise Di Novi,1
1901,Caroline Thompson,1
1917,Colleen Halsey,1
1918,Richard Halsey,2
1919,Stefan Czapsky,2
1920,Winona Ryder,1
1921,George Nolfi,2
1925,Vincent Cassel,2
1927,Blake Edwards,2
1929,Richard Shepherd,2
1930,Truman Capote,2
1938,Henry Mancini,2
1939,Philip H. Lathrop,2
1940,Franz Planer,2
1966,Jacques Bufnoir,2
1978,Iain Softley,2
1979,Kevin Spacey,2
1981,Alfre Woodard,1
1993,Lloyd Levin,2
1994,Robert F. Colesberry,2
1995,Susan G. Pollock,0
1997,Charles Leavitt,0
1998,Gene Brewer,2
1999,Ed Shearmur,2
2005,Arthur Edeson,2
2019,Steve Meerson,2
2020,Peter Krikes,2
2024,Joe Aubel,2
2025,Nilo Rodis-Jamero,2
2026,Peter Landsdown Smith,2
2027,Leonard Rosenman,2
2031,Amanda Mackey,1
2032,Jack T. Collis,2
2033,Peter E. Berger,2
2034,Danny Boyle,2
2035,Andrew Macdonald,2
2036,Alex Garland,2
2041,Dr. Dre,2
2042,Stephen Hopkins,2
2043,John Davis,2
2044,Peter Levy,2
2045,Ferne Cassel,1
2046,Bert Lovitt,2
2053,Bill Paxton,2
2070,Chris Gill,2
2071,Mark Tildesley,2
2073,Gail Stevens,2
2075,David Loughery,2
2080,Todd Bryant,2
2082,Andrew Laszlo,2
2083,Herman F. Zimmerman,2
2084,Bill Shepard,2
2087,Richard Fleischer,0
2088,Jules Verne,2
2089,Earl Felton,2
2093,Steven-Charles Jaffe,2
2095,Ralph Winter,0
2100,Lawrence Konner,2
2103,Mark Rosenthal,2
2104,Denny Martin Flinn,2
2106,Walt Disney,2
2107,Paul J. Smith,2
2108,Elmo Williams,2
2110,Harper Goff,2
2113,C.O. Slyfield,0
2114,G.R. Danner,0
2116,Hiro Narita,2
2117,Robert O. Cook,0
2118,Mickey S. Michaels,2
2119,Dodie Shepard,0
2120,Cliff Eidelman,2
2121,Mary Jo Slater,1
2122,William Hoy,2
2123,Ronald Roose,2
2127,James Wan,2
2128,Leigh Whannell,2
2145,Mark Burg,2
2146,Gregg Hoffman,2
2147,Oren Koules,2
2148,Charlie Clouser,2
2149,David A. Armstrong,2
2150,Kevin Greutert,2
2151,Amy Lippens,1
2152,Alan Ball,2
2157,Robin Williams,2
2158,Robert Garland,2
2160,Carlo Varini,2
2161,Debra Hill,1
2162,Lynda Obst,1
2163,Richard LaGravenese,2
2171,Griffin Dunne,0
2176,Tommy Lee Jones,2
2178,Forest Whitaker,2
2182,Pen Densham,2
2184,Richard Barton Lewis,0
2185,John Watson,2
2186,Nathalie Cheron,2
2190,Gérard Viard,0
2199,Scott Frank,2
2200,Jon Cohen,2
2209,Jan de Bont,2
2210,Bonnie Curtis,1
2211,Gerald R. Molen,2
2212,Walter F. Parkes,2
2213,Matthew Ferraro,0
2214,Paul Haslinger,2
2215,Denise Chamian,1
2216,Gary Rydstrom,2
2217,Joseph Kanon,0
2219,Tobey Maguire,2
2223,Fred Savage,2
2224,Christian Slater,2
2226,Sydney Pollack,2
2227,Nicole Kidman,1
2228,Sean Penn,2
2231,Samuel L. Jackson,2
2235,Elmore Leonard,2
2236,Tim Bevan,2
2238,Eric Fellner,2
2239,Anthony Minghella,2
2240,Darius Khondji,2
2241,William Steinkamp,2
2242,Ellen Lewis,1
2243,Jon Hutman,2
2260,Steven Zaillian,2
2261,Martin Stellman,2
2284,Wendy Carlos,1
2285,Rachel Elkind,1
2286,John Alcott,2
2287,Bill Butler,2
2288,James Liggat,2
2289,John Barry,0
2291,Paul McGuigan,0
2293,Frank Miller,2
2294,Robert Rodriguez,0
2299,Josh Hartnett,2
2303,Wim Wenders,2
2305,Peter Handke,2
2306,Richard Reitinger,2
2324,Heidi Levitt,1
2325,Monika Mikkelsen,1
2326,Shelley Bolton,0
2327,Katia Stano,1
2328,Manuel Corrales,0
2329,Viorel Ghiocel,0
2330,Patrick Ghislain,0
2331,Albert Manera,0
2335,Michael Weber,0
2352,Jean-Jacques Annaud,2
2355,Andrew Birkin,2
2356,Gérard Brach,2
2357,Howard Franklin,0
2358,Alain Godard,0
2359,Jake Eberts,2
2360,Thomas Schühly,0
2361,Tonino Delli Colli,2
2362,Jane Seitz,1
2366,Dante Ferretti,2
2380,David Carson,2
2381,Rick Berman,2
2383,Peter Lauritson,2
2384,Bernard Williams,2
2385,Ronald D. Moore,2
2386,Brannon Braga,2
2387,Patrick Stewart,2
2388,Jonathan Frakes,2
2396,Sandy Veneziano,0
2397,Robert Blackman,0
2398,Dennis McCarthy,2
2399,Junie Lowry-Johnson,1
2400,Ron Surma,0
2401,Jean-Marc Deschamps,0
2402,Claudie Ossard,1
2404,Arne Meerkamp van Embden,0
2406,Mathieu Kassovitz,2
2408,Jamel Debbouze,2
2419,Jean-Pierre Jeunet,2
2420,Guillaume Laurant,0
2421,Helmut Breuer,0
2422,Yann Tiersen,0
2423,Bruno Delbonnel,0
2424,Pierre-Jacques Bénichou,0
2425,Hervé Schneid,2
2429,Aladar Laszlo,0
2443,Bruce Hendricks,2
2444,Mike Stenson,2
2445,Eric McLeod,2
2446,Chad Oman,2
2447,Peter Kohn,0
2448,Pat Sandston,0
2460,Randall Wallace,2
2461,Mel Gibson,2
2483,John Toll,2
2484,Steven Rosenblum,2
2485,Patsy Pollock,1
2486,Thomas E. Sanders,2
2487,Bruce Davey,2
2488,"Alan Ladd, Jr.",2
2504,Marty Hornstein,2
2507,Matthew F. Leonetti,2
2508,Ron Wilkinson,2
2511,Anastasia Emmons,0
2512,John W. Wheeler,2
2514,Michael Piller,2
2519,Sanja Milkovic Hays,1
2522,Ludwig van Beethoven,2
2523,Stuart Baird,2
2524,Tom Hardy,2
2527,Cherie Baker,0
2528,Donald B. Woodruff,0
2529,Ronald R. Reiss,2
2530,Bob Ringwood,2
2532,Cathy Sandrich,1
2533,Dallas Puett,0
2537,Sonny Chiba,2
2539,Julie Dreyfus,1
2545,Lawrence Bender,2
2551,Marcia Lucas,1
2552,E. Lee Perry,0
2553,Jonathan T. Taplin,0
2554,Mardik Martin,2
2556,Amy Robinson,0
2560,Georges Arnaud,2
2583,Kent L. Wakeford,2
2585,Eric Clapton,2
2588,Sidney Levin,2
2589,Terry George,2
2590,Keir Pearson,0
2591,Izidore Codron,0
2593,Rupert Gregson-Williams,2
2596,Robert Fraisse,2
2597,Naomi Geraghty,1
2621,A. Kitman Ho,2
2622,Martin Russell,0
2623,Moonyeenn Lee,0
2624,Richard Pagano,2
2625,Johnny Breedt,2
2626,Tony Burrough,2
2632,Chris Rock,2
2633,John Goldsmith,2
2635,Shaheen Baig,1
2636,Alfred Hitchcock,2
2637,Ernest Lehman,2
2653,Herbert Coleman,2
2654,Robert Burks,2
2655,George Tomasini,2
2656,Leonard Murphy,0
2657,Robert F. Boyle,2
2658,Van Allen James,0
2662,Frank Capra,0
2663,Jack Warner,2
2665,Julius J. Epstein,2
2666,Philip G. Epstein,2
2675,Darren Lynn Bousman,2
2678,Stephanie Gorin,1
2679,David Hackl,2
2688,Mark Gingras,2
2689,Jeff Nathanson,2
2690,Peter Weir,2
2691,Tom Schulman,2
2702,John Seale,2
2704,Maurice Jarre,2
2705,William M. Anderson,2
2706,Steven Haft,2
2707,Paul Junger Witt,2
2708,Tony Thomas,2
2709,Wendy Stites,1
2710,James Cameron,2
2711,William Wisher Jr.,2
2720,Derek Gibson,2
2721,John Daly,2
2722,Brad Fiedel,2
2723,Adam Greenberg,2
2724,Stanzi Stokes,0
2746,Elia Kazan,2
2760,Ted D. McCord,2
2761,Owen Marks,2
2763,James Basevi,2
2765,Nicholas Ray,0
2766,David Weisbart,2
2773,William H. Ziegler,2
2774,Ernest Haller,2
2778,Dennis Hopper,2
2794,Robert Baberske,0
2798,Walter Ruttmann,2
2800,Marc Perrier,0
2836,Kimberly Peirce,0
2837,Andy Bienen,2
2860,John Hart,2
2861,Eva Kolodner,1
2862,Christine Vachon,1
2863,Nathan Larson,2
2864,Jim Denault,2
2865,Tracy Granger,1
2866,Lee Percy,2
2867,Michael Shaw,2
2868,S.E. Hinton,1
2869,Kathleen Rowell,1
2870,Gray Frederickson,2
2871,Fred Roos,2
2872,Carmine Coppola,2
2873,Anne Goursaud,1
2874,Janet Hirshenson,1
2875,Dean Tavoularis,2
2876,Matt Dillon,2
2880,Emilio Estevez,2
2887,Tom Waits,0
2888,Will Smith,2
2889,Richard Beggs,0
2890,Jeffrey Sharp,2
2917,James Whale,2
2945,Stephen Gaghan,2
2946,Jennifer Fox,1
2947,Georgia Kacandes,1
2948,Michael Nozik,2
2949,Alexandre Desplat,2
2950,Robert Elswit,2
2951,Estelle Crottaz,0
2952,Avy Kaufman,1
2953,Lora Kennedy,1
2963,Nicolas Cage,2
2985,Robert Baer,0
2986,Doug Claybourne,2
2987,Stewart Copeland,2
2988,Barry Malkin,2
2989,Richard Price,0
2993,Martin Ransohoff,2
2995,Stuart H. Pappé,0
2997,Scott Rudin,2
2999,John Jay Moore,2
3026,Rob Reiner,2
3027,Stephen King,2
3028,Bruce A. Evans,2
3029,Raynold Gideon,2
3030,Andrew Scheinman,2
3031,Thomas Del Ruth,2
3032,Robert Leighton,2
3036,John Cusack,2
